Feature,Importance
movement_intensity,0.1736758786030456
pressure,0.1293712721824449
lon_change,0.11037819417257194
temperature_diff,0.09270203160898366
lat_change,0.09045973022108367
lon_change_diff,0.06569206203910359
lat_change_diff,0.06504020235738779
movement_intensity_diff,0.06145202914782827
pressure_diff,0.06056460230548435
humidity,0.05343635226002463
temperature,0.05070896247832786
humidity_diff,0.04651868262371389
